	fluxes	reduced_costs
y200031	0.0	0.0
y200032	0.0	0.0
y200033	0.0	0.0
y200034	0.0	-0.0
y200035	0.0	0.0
y200036	0.0	0.0
y300001	0.0	0.0
y300002	0.0	0.0
y300003	0.0	0.0
y300004	0.0	0.0
y300005	0.0	0.0
y300006	0.0	0.0
y300007	0.0	0.0
y300008	0.0	-0.0
y300009	0.0	0.0
y300010	0.0	0.0
y300011	0.0	-0.0
y300012	0.0	-2.220446049250313e-16
y300013	0.0	-0.06840787511458224
y300014	0.0	-0.04104472506874757
y300015	0.0	0.0
y300016	0.0	0.0
y300017	0.0	0.0
y300018	0.0	-0.0
y300019	0.0	0.0
y300020	0.0	-0.0
y300021	0.0	0.0
y300022	0.0	-0.21337784405741012
y300023	0.0	-0.21337784405741012
y300024	0.0	-0.21337784405741012
y300025	0.0	0.0
y300026	0.0	0.0
y300027	0.0	0.0
y300028	0.0	-0.0
y300029	1.8059679030249947	0.0
y300030	0.0	0.0
y300031	0.0	0.0
y300032	0.0	0.0
y300033	0.0	0.0
y300034	0.0	0.0
y300035	0.0	-3.6716421994500066
y300036	0.0	0.0
y300037	0.0	0.0
y300038	0.0	0.0
y300039	0.0	0.0
y300040	0.0	-0.0
y300041	0.0	0.0
y300042	0.0	-0.0
y300043	0.0	-0.0
y300044	7.5541789623255e-18	0.0
y300045	0.0	0.0
y300046	0.0	0.0
y300047	7.5541789623255e-18	0.0
y300048	7.5541789623255e-18	3.122502256758253e-17
y300049	7.5541789623255e-18	-2.3314683517128287e-15
y300050	0.0	-0.08208945013749935
y300051	0.0	0.0
y300052	0.0	0.0
y300054	0.0	0.0
y300055	0.0	-0.1778604752979187
y300056	0.0	0.0
y300057	-7.427274545273146e-17	1.7763568394002505e-15
y300058	0.0	0.0
y300059	0.0	-5.551115123125783e-17
y300060	0.0	-0.06840787511458268
y300061	0.0	0.0
y300062	0.0	-1.2804038800946773
y300063	0.0	0.0
y300064	0.0	-0.04104472506874937
y300065	0.0	1.1102230246251565e-16
y300066	0.0	-0.0
y300067	0.0	-0.0
y300068	0.0	-1.0259813109685194
y300069	0.0	-0.06840787511458268
y300070	0.0	-0.02736315004583334
y300071	0.0	-0.06840787511458268
y300072	0.0	0.0
y300073	0.0	-0.06840787511458268
y300074	0.0	0.0
y300075	0.0	-0.04104472506874937
y300076	0.0	0.0
y300077	0.0	5.551115123125783e-17
y300078	0.0	0.0
y300079	0.0	0.0
y300080	0.0	-2.0410447250687462
y300081	0.0	-1.6579606244270888
y300082	0.0	-2.4404372631377402
itaconate_trans_rxn	1.1326702329972251	0.0
cis_aconitate_citrate_exchange_rxn	0.0	8.881784197001252e-16
cis_aconitate_malate_exchange_rxn	1.1326702329972245	0.0
cis_aconitate_transport_rxn	8.881784197001252e-16	0.0
aconitate_decarboxylase	1.1326702329972251	0.0
itaconate_exchange_rxn	1.1326702329972251	0.0
